image_filename,image_size,year,month,day,hour,min,sec,lon,lat,gSpeed,heading
frame000548_1718605574.772246.png,"(1136, 986)",2024,6,17,6,26,14,5.442195892333984,43.22783279418945,1264.0,182.74298095703125
frame000552_1718605575.741809.png,"(1136, 986)",2024,6,17,6,26,15,5.442195892333984,43.22782516479492,1224.0,180.62890625
frame000556_1718605576.731638.png,"(1136, 986)",2024,6,17,6,26,16,5.442195415496826,43.227813720703125,1240.0,182.5573883056641
frame000561_1718605577.870482.png,"(1136, 986)",2024,6,17,6,26,16,5.442194938659668,43.22780990600586,1249.0,184.13038635253903
frame000565_1718605578.905084.png,"(1136, 986)",2024,6,17,6,26,17,5.442193984985352,43.22779846191406,1265.0,182.7847137451172
frame000568_1718605579.611626.png,"(1136, 986)",2024,6,17,6,26,19,5.442193031311035,43.22777938842773,1262.0,181.895751953125
frame000573_1718605580.885530.png,"(1136, 986)",2024,6,17,6,26,19,5.442193508148193,43.22777557373047,1265.0,180.2709045410156
frame000577_1718605581.789459.png,"(1136, 986)",2024,6,17,6,26,20,5.442193508148193,43.22776412963867,1277.0,179.41131591796875
frame000581_1718605582.799363.png,"(1136, 986)",2024,6,17,6,26,22,5.442193984985352,43.22774505615234,1164.0,178.02896118164062
frame000585_1718605583.812616.png,"(1136, 986)",2024,6,17,6,26,23,5.44219446182251,43.22773361206055,1165.0,178.18801879882812
frame000589_1718605584.707113.png,"(1136, 986)",2024,6,17,6,26,24,5.442194938659668,43.227725982666016,1147.0,177.29046630859375
frame000594_1718605585.890792.png,"(1136, 986)",2024,6,17,6,26,24,5.442194938659668,43.22772216796875,1157.0,176.31460571289062
frame000598_1718605586.866536.png,"(1136, 986)",2024,6,17,6,26,26,5.442202568054199,43.22770690917969,1185.0,153.47708129882812
frame000602_1718605587.775215.png,"(1136, 986)",2024,6,17,6,26,27,5.442214488983154,43.22770309448242,1109.0,109.06829071044922
frame000606_1718605588.781667.png,"(1136, 986)",2024,6,17,6,26,28,5.442227363586426,43.22769927978516,970.0,92.70620727539062
frame000611_1718605589.972480.png,"(1136, 986)",2024,6,17,6,26,29,5.442238807678223,43.22769927978516,636.0,92.03327178955078
frame000615_1718605590.882262.png,"(1136, 986)",2024,6,17,6,26,30,5.442245006561279,43.22769927978516,362.0,88.42304992675781
frame000619_1718605591.806197.png,"(1136, 986)",2024,6,17,6,26,31,5.442245960235596,43.22769927978516,304.0,87.24842834472656
frame000622_1718605592.558324.png,"(1136, 986)",2024,6,17,6,26,32,5.442248344421387,43.22769927978516,93.0,89.8619613647461
frame000626_1718605593.557862.png,"(1136, 986)",2024,6,17,6,26,33,5.4422478675842285,43.22769927978516,24.0,89.8619613647461
frame000631_1718605594.743970.png,"(1136, 986)",2024,6,17,6,26,34,5.4422478675842285,43.22769927978516,33.0,89.8619613647461
frame000634_1718605595.658709.png,"(1136, 986)",2024,6,17,6,26,35,5.4422478675842285,43.22769927978516,33.0,89.8619613647461
frame000638_1718605596.910207.png,"(1136, 986)",2024,6,17,6,26,36,5.442248821258545,43.22769927978516,8.0,104.7085418701172
